NCM;CAPITULO;Descrição;Início da Vigência;Fim da Vigência;uTrib
41131010;41;COUROS CAPRINOS,CURT./CROMO,C/ACABAMENTO;01/01/2016;;KG
41131090;41;OUTROS COUROS,PREPARS. APÓS CURTIMENTA;01/01/2016;;KG
41132000;41;COUROS D/SUÍNOS, PREPARS. APÓS CURTIMENTA;01/01/2016;;KG
41133000;41;COUROS DE RÉPTEIS,PREPARS.APÓS CURTIMENTA;01/01/2016;;KG
41139000;41;OUTS.COUROS,PELES PREP./CURT.,D/OUTS.ANIMAIS;01/01/2016;;KG
41141000;41;COUROS E PELES ACAMURÇADAS;01/01/2016;;KG
41142010;41;COUROS E PELES ENVERNIZADOS OU REVESTIDOS;01/01/2016;;KG
41142020;41;COUROS E PELES METALIZADOS;01/01/2016;;KG
41151000;41;COUROS RECONS.BASE COURO/FIB.PLAC.TIR.ENR.;01/01/2016;;KG
41152000;41;APARAS DESPER.COUROS PEL.PREP.OU RECONST.;01/01/2016;;KG
42010010;42;ARTS.D/SELEIRO,CORREEIRO,D/COURO NAT.REC.;01/01/2016;;KG
42010090;42;ARTIGOS D/SELEIRO,CORREEIRO,D/OUTS.MATÉRIAS;01/01/2016;;KG
42021100;42;MALAS,MALETS.,C/SUP.EXT.COU.NAT.,REC.ENVERN.;01/01/2016;;UN
42021210;42;MALAS,MALETAS,C/SUPERFÍCIE EXT. D/PLÁSTICO;01/01/2016;;UN
42021220;42;MALAS,MALETAS,C/SUPERF.EXT.D/MAT.TÊXTEIS;01/01/2016;;UN
42021900;42;MALAS,MALETAS,C/SUPERFÍCIE D/OUTS. MATÉRIAS;01/01/2016;;UN
42022100;42;BOLSAS,C/SUPERF.EXT.D/COURO NAT.REC.ENVERN.;01/01/2016;;UN
42022210;42;BOLSAS,C/SUPERF.EXT.D/FOLHAS D/PLÁSTICO;01/01/2016;;UN
42022220;42;BOLSAS,C/SUPERFÍCIE EXT.D/MATÉRIAS TÊXTEIS;01/01/2016;;UN
42022900;42;BOLSAS,C/SUPERFÍCIE EXT.D/OUTRAS MATÉRIAS;01/01/2016;;UN
42023100;42;ART.D/BOLSO C/SUPERF.EX.D/COURO NAT.REC.ENV.;01/01/2016;;KG
42023200;42;ART.D/BOLSO C/SUPERF.EX.D/FLS.D/PLAST.,TÊXTEIS;01/01/2016;;KG
42023900;42;OUTS.ARTIGOS D/BOLSO DE OUTRAS MATÉRIAS;01/01/2016;;KG
42029100;42;OUTS ART.C/SUPERF.EXT.D/COURO NAT.REC.ENV.;01/01/2016;;KG
42029200;42;OUTS.ART.C/SUPERF.EXT.D/FLS.D/PLÁST/.MAT.TÊXT.;01/01/2016;;KG
42029900;42;OUTS.ART.C/SUPERF.EXT.D/OUTS.MATÉRIAS;01/01/2016;;KG
42031000;42;VEST.DE COURO NATURAL OU RECONSTITUÍDO;01/01/2016;;KG
42032100;42;LUVAS,MITEN.,ETC EM COURO NAT.REC.PRAT.ESP.;01/01/2016;;KG
42032900;42;LUVAS,MITENES E SEMELHAN.D/COURO NAT.,REC.;01/01/2016;;KG
42033000;42;CINTOS,CINTURÕES,BANDOLEIRAS OU TALABARTES;01/01/2016;;KG
42034000;42;OUTS.ACESS.VEST.,D/COURO NAT/RECONSTITUÍDO;01/01/2016;;KG
42050000;42;OUTRAS OBRAS D/COURO NAT.OU RECONSTITUÍDO;01/01/2016;;KG
42060000;42;OBRAS DE TRIPA,, DE BEXIGA OU DE TENDÕES;01/01/2016;;KG
43011000;43;PEL.BRUTO,#VISON#,INT,MMO.S/CAB./CAUDA/PATAS;01/01/2016;;KG
43013000;43;PEL.BRUT.D/CORD.(ASTRACÃ),CHINA,ÍNDIA,OUTS,INT.;01/01/2016;;KG
43016000;43;PEL.BRUT.D/RAPOSA,INT.S/CAB.,CAUDA,PATAS;01/01/2016;;KG
43018000;43;PEL.BRUT.D/OUTS.ANIM.INT.MMO.S/CAB.,CAUDA,ETC;01/01/2016;;KG
43019000;43;CABEÇAS,CAUDAS,PAT.,OUTS PART.P/IND.D/PELES;01/01/2016;;KG
43021100;43;PEL.CURTIDA D/#VISION#INT.MMO.S/CAB./CAUD./PAT.;01/01/2016;;KG
43021910;43;PELETERIA CURTIDA DE OVINOS;01/01/2016;;KG
43021990;43;PELETERIA CURTIDA DE OUTROS ANIMAIS;01/01/2016;;KG
43022000;43;CABEÇAS,CAUDAS,PATAS,DESP.D/PELET.Ñ MONT.;01/01/2016;;KG
43023000;43;CABEÇAS,CAUDAS,PATAS,DESP.D/PELET.MONT.;01/01/2016;;KG
43031000;43;VESTUÁRIO E SEUS ACESSÓRIOS DE PELETERIA;01/01/2016;;KG
43039000;43;OUTROS ARTIGOS DE PELETERIA;01/01/2016;;KG
43040000;43;PELETERIA ARTIFICIAL E SUAS OBRAS;01/01/2016;;KG
44011000;44;LENHA EM QUALQUER ESTADO;01/01/2016;31/03/2017;KG
44011100;44;;01/01/2017;;KG
44011200;44;;01/01/2017;;KG
44012100;44;MADEIRA D/CONÍFERAS EM ESTILHAS/PARTÍCULAS;01/01/2016;;KG
44012200;44;MADEIRA D/Ñ CONÍFERAS EM ESTILH./PARTÍCULAS;01/01/2016;;KG
44013100;44;PALLETS DE MADEIRA;01/01/2016;;KG
44013900;44;OUTS.SERRAGEM DESPERDICIOS E RESÍDUOS DE MADEIRA;01/01/2016;;KG
44014000;44;;01/01/2017;;KG
44021000;44;CARVÃO VEGETAL DE BAMBU MESMO AGLOMERADO;01/01/2016;;KG
44029000;44;OUTROS CARVÕES VEGETAL MESMO AGLOMERADO;01/01/2016;;KG
44031000;44;MAD.BRUT.MMO.DESC.TRAT.C/TINTA,CREOSOTO,ETC;01/01/2016;31/03/2017;M3
44031100;44;;01/01/2017;;M3
44031200;44;;01/01/2017;;M3
44032000;44;OUTS.MADEIRAS D/CONÍFERAS,BRUTO,MMO.DESC.;01/01/2016;31/03/2017;M3
44032100;44;;01/01/2017;;M3
44032200;44;;01/01/2017;;M3
44032300;44;;01/01/2017;;M3
44032400;44;;01/01/2017;;M3
44032500;44;;01/01/2017;;M3
44032600;44;;01/01/2017;;M3
44034100;44;DARK RED MERANTI,LIGHT RED MERANTI, EM BRUTO;01/01/2016;;M3
44034900;44;OUTRAS MADEIRAS TROPICAIS EM BRUTO;01/01/2016;;M3
44039100;44;CARVALHO EM BRUTO,MESMO DESCASCADO;01/01/2016;;M3
44039200;44;MADEIRA DE FAIA (FAGUS SPP.),EM BRUTO, DESC.;01/01/2016;31/03/2017;M3
44039300;44;;01/01/2017;;M3
44039400;44;;01/01/2017;;M3
44039500;44;;01/01/2017;;M3
44039600;44;;01/01/2017;;M3
44039700;44;;01/01/2017;;M3
44039800;44;;01/01/2017;;M3
44039900;44;OUTS.MADEIRA BRUTO MMO.DESC.,ESQUADRIADA;01/01/2016;;M3
44041000;44;ARCOS,ESTAC.,ART.P/FAB.BENG.CAB.,D/CONÍFERAS;01/01/2016;;KG
44042000;44;ARCOS,ESTAC.,ART.P/FAB.BENG.CAB.,Ñ CONÍFERAS;01/01/2016;;KG
44050000;44;LÃ DE MADEIRA, FARINHA DE MADEIRA;01/01/2016;;KG
44061000;44;DORMENTES MAD.Ñ IMPREG., P/VIAS FÉRREAS;01/01/2016;31/03/2017;M3
44061100;44;DORMENTES MAD.IMPREGNADOS, P/VIAS FÉRREAS;01/01/2017;;M3
44061200;44;MADEIRA SERR.CORT.FLS.ESP.>6MM,D/CONÍFERAS;01/01/2017;;M3
44069000;44;DORMENTES MAD.IMPREGNADOS, P/VIAS FÉRREAS;01/01/2016;31/03/2017;M3
44069100;44;;01/01/2017;;M3
44069200;44;;01/01/2017;;M3
44071000;44;MADEIRA SERR.CORT.FLS.ESP.>6MM,D/CONÍFERAS;01/01/2016;31/03/2017;M3
44071100;44;;01/01/2017;;M3
44071200;44;;01/01/2017;;M3
44071900;44;;01/01/2017;;M3
44072100;44;MADEIRA MOGNO SERR. LONG. FOLHAS ESP.>6MM;01/01/2016;;M3
44072200;44;VIROLA, IMBUIA, BALSA,SERR.LONG.FLS.ESP.>6MM;01/01/2016;;M3
44072500;44;DARK E LIGHT RED MERANTI,CORT.FLS.ESP.>6MM;01/01/2016;;M3
44072600;44;WHITE LAUAN,MERANTI,OUTS.SERR.FLS.ESP.>6MM;01/01/2016;;M3
44072700;44;MAD. SAPELLI SERR. LONG. FOLHAS ESPESS. >6MM;01/01/2016;;M3
44072800;44;MAD. IROCO SERR. LONG. FOLHAS ESPESS. >6MM;01/01/2016;;M3
44072910;44;CEDRO, SERRADA LONGITUD.FLS.ESPESSURA>6MM;01/01/2016;;M3
44072920;44;IPÊ, SERRADA LONGITUD.FLS.ESPESSURA>6MM;01/01/2016;;M3
44072930;44;PAU-MARFIM, SERR.LONGITUD.FLS.ESPES.>6MM;01/01/2016;;M3
44072940;44;LOURO, SERRADA LONG.FLS.ESPESSURA>6MM;01/01/2016;;M3
44072950;44;;01/01/2017;;M3
44072960;44;;01/01/2017;;M3
44072970;44;;01/01/2017;;M3
44072990;44;OUTS.MAD.TROP.SERR.LONG.FLS.ESPESS.>6MM;01/01/2016;;M3
44079100;44;CARVALHO, SERR.,CORT.FLS.ESPESSURA >6MM;01/01/2016;;M3
44079200;44;FAIA, SERR, CORT.EM FOLHAS D/ESPESSURA >6MM;01/01/2016;;M3
44079300;44;MADEIRA DE ÁCER SERR.LONG.FOLHAS >6MM;01/01/2016;;M3
44079400;44;MADEIRA D/CEREJEIRA SERRADA LONG. FLS.>6MM;01/01/2016;;M3
44079500;44;MADEIAR D/FREIXO SERRADA LONG.FOLHAS >6MM;01/01/2016;;M3
44079600;44;;01/01/2017;;M3
44079700;44;;01/01/2017;;M3
44079910;44;CANAFÍSTULA, SERR.LONG.FLS.ESPESSURA>6MM;01/01/2016;31/03/2017;M3
44079920;44;PEROBA, SERRADA LONG.FLS.ESPESSURA>6MM;01/01/2016;;M3
44079930;44;GUAIUVIRA, SERR.LONG.FLS.ESPESS.>6MM;01/01/2016;;M3
44079940;44;CABREÚVA PARDA,SERR.LONG.FLS.,ESPESS.>6MM;01/01/2016;31/03/2017;M3
44079950;44;URUNDEI, SERRADA LONG.FLS.ESPESSURA>6MM;01/01/2016;31/03/2017;M3
44079960;44;AMENDOIM, SERRADA LONG.FLS.ESPESSURA >6MM;01/01/2016;;M3
44079970;44;ANGICO PRETO, SERRADA LONG.FLS.ESPESS.>6MM;01/01/2016;;M3
44079990;44;OUTS.MAD.SERRADAS LONG.FLS.ESPESS. >6MM;01/01/2016;;M3
44081010;44;OUTS.MAD.CONÍFERAS,CORT.FLS.ESP.<6MM;01/01/2016;;KG
44081091;44;OUTS.FLS CONÍFERAS,D/PINHO BRASIL,ESP.<6MM;01/01/2016;;KG
44081099;44;OUTRAS FOLHAS CONÍFERAS D/ESPESSURA <6MM;01/01/2016;;KG
44083110;44;FOLH.DARK,LIGHT,BACAU MER.OBT.COR.MAD.ESTR.;01/01/2016;;KG
44083190;44;OUT.F.DARK,LIGHT,RED MERANTI, BAKAU <6MM;01/01/2016;;KG
44083910;44;OUTS.MAD.TROP.OBT.P/CORTE POLIDO,ESP.<6MM;01/01/2016;;KG
44083991;44;OUTRAS FOLHAS DE CEDRO, ESPESSURA <6MM;01/01/2016;;KG
44083992;44;OUTRAS FLS DE PAU-MARFIM, ESPESSURA <6MM;01/01/2016;;KG
44083999;44;OUTS.FLS.D/ MADEIRAS TROPICAIS, ESPESS.<6MM;01/01/2016;;KG
44089010;44;OUTS.F.MAD.OBT.CORTE D/MAD.ESTRAT.ESP.<6MM;01/01/2016;;KG
44089090;44;OUTRAS FOLHAS DE MADEIRA, D/ESPESSURA <6MM;01/01/2016;;KG
44091000;44;MAD.PERF.INC.TAC.,FRIS.P/SOALHOS,D/CONÍFERAS;01/01/2016;;KG
44092100;44;DE BAMBU PERF. TACOS FRIS. ETC., Ñ CONIFERAS;01/01/2016;;KG
44092200;44;;01/01/2017;;KG
44092900;44;OUTRAS MADEIRAS PERF. ETC., NÃO CONIFERAS;01/01/2016;;KG
44101110;44;PAINÉIS D/MAD. EM BRUTO OU SIMPL. POLIDOS;01/01/2016;;KG
44101121;44;PAIN.D/MAD.C/PAPEL IMPREG.D/MELAM.NAS FACES P/PAVIMS.;01/01/2016;;KG
44101129;44;OUTROS PAINÉIS D/MADEIRA C/PAPEL IMPREGNADO DE MELAMINA;01/01/2016;;KG
44101190;44;OUTROS PAINÉIS DE PARTÍCULAS;01/01/2016;;KG
44101210;44;PAINÉIS#ORIENTED STRAND#,WAFERB.,BTO.POLIDO;01/01/2016;;KG
44101290;44;OUTS.PAINÉIS#ORIENTED STRAND BOARD#,WAFERB.;01/01/2016;;KG
44101911;44;PAINÉIS #WAFERBOARD#;01/01/2016;;KG
44101919;44;OUTROS PAINÉIS #WAFERBOARD#;01/01/2016;;KG
44101991;44;OUTS.PAINÉIS D/MAD.EM BRUTO OU SIMP.POLIDOS;01/01/2016;;KG
44101992;44;OUTS.PAINÉIS D/MAD.C/PAP.IMPREG.D/MELAMIN;01/01/2016;;KG
44101999;44;OUTS.PAINÉIS D/MAD.REC.SUP.C/PLAC./FLS.PLÁST.;01/01/2016;;KG
44109000;44;PAINÉIS D/PART.D/MAT.LENHOSAS MESMO AGLOM.;01/01/2016;;KG
44111210;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D>5MM;01/01/2016;;KG
44111290;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN.>5MM;01/01/2016;;KG
44111310;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D>5MM<9MM;01/01/2016;;KG
44111391;44;OUTS.PAIN.D/FIB.MAD./MAT.LENH.ESP.>5,<9MM C/MELAM.P/PAV;01/01/2016;;KG
44111399;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN. >5MM <9MM;01/01/2016;;KG
44111410;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D>9MM;01/01/2016;;KG
44111490;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN.>9MM;01/01/2016;;KG
44119210;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D>0,8G/CM3;01/01/2016;;KG
44119290;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN.>0,8G/CM3;01/01/2016;;KG
44119310;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D>0,5<0,8G/CM3;01/01/2016;;KG
44119390;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN.>0,5<0,8G/CM3;01/01/2016;;KG
44119410;44;PAINÉIS FIBRAS MAD.,Ñ TRAB.MEC.D<0,5G/CM3;01/01/2016;;KG
44119490;44;OUTS.PAINÉIS FIBR.MAD.LENH.DEN.<0,5G/CM3;01/01/2016;;KG
44121000;44;MAD.COMP.FOLHEADA.E ESTRAT.SEMELH.DE BAMBU;01/01/2016;;M3
44123100;44;MAD.COMPENS.C/FACE D/MAD.TROP.ESPESS.<6MM;01/01/2016;;M3
44123200;44;MAD.COMP.FACE D/MAD.Ñ CONIF,ESPESSURA<6MM;01/01/2016;31/03/2017;M3
44123300;44;;01/01/2017;;M3
44123400;44;;01/01/2017;;M3
44123900;44;OUTS.MAD.COMP.FOLHEADA,ESPESS.Ñ SUP.A 6MM;01/01/2016;;M3
44129400;44;OUTS.MADS. C/ALMA AGLOMER. ALVEOLADA/LAMELADA;01/01/2016;;KG
44129900;44;OUTS.MADEIRAS COMPENSADAS E FOLHEADAS;01/01/2016;;KG
44130000;44;MAD.#DENSIFICADA#,EM BLOC./PRANCHAS/PERFIS;01/01/2016;;KG
44140000;44;MOLD.D/MAD.P/QUADRO,FOTO.ESPEL.OU SEMELH.;01/01/2016;;KG
44151000;44;CAIXAS,CAIXOTES,ENGRADADOS,ETC.DE MADEIRA;01/01/2016;;UN
44152000;44;PELETES SIMPL.,PELETES-CAIXAS,ETC. D/MADEIRA;01/01/2016;;UN
44160010;44;BARRIS,CUBAS E OBRAS D/TANOEIRO,D/CARVALHO;01/01/2016;;KG
44160090;44;OUTS.BARRIS,CUBAS,OBRAS D/OUTS PART.D/MAD.;01/01/2016;;KG
44170010;44;FERRAMENTAS DE MADEIRA;01/01/2016;;KG
44170020;44;FORMS.ALARGADS./ESTICADOR,P/CALÇ.D/MADEIRA;01/01/2016;;KG
44170090;44;OUTROS ARMAÇÕES E CABOS DE MADEIRA;01/01/2016;;KG
44181000;44;JANELAS,JAN.D/SACADA,CAIXILHOS,ETC.D/MADEIRA;01/01/2016;;KG
44182000;44;PORTAS,CAIXILHOS,ALIZARES E SOLEIR.,D/MADEIRA;01/01/2016;;KG
44184000;44;ARMAÇÕES P/CONCRETO D/MADEIRA;01/01/2016;;KG
44185000;44;FASQUIAS P/TELHADOS DE MADEIRA;01/01/2016;;KG
44186000;44;POSTES E VIGAS DE MADEIRA;01/01/2016;;KG
44187100;44;PAINÉIS PARA PISOS EM MOSAICO;01/01/2016;31/03/2017;KG
44187200;44;OUTS.PAINÉIS P/SOALHOS D/CAMADAS MÚLTIPLAS;01/01/2016;31/03/2017;KG
44187300;44;;01/01/2017;;KG
44187400;44;;01/01/2017;;KG
44187500;44;;01/01/2017;;KG
44187900;44;OUTROS PAINÉIS MONTADOS P/SOALHOS;01/01/2016;;KG
44189000;44;OUTS.OBRAS DE MARCENARIA OU CARPINTARIA;01/01/2016;31/03/2017;KG
44189100;44;;01/01/2017;;KG
44189900;44;;01/01/2017;;KG
44190000;44;ARTEFATOS DE MADEIRA PARA MESA OU COZINHA;01/01/2016;31/03/2017;KG
44191100;44;;01/01/2017;;KG
44191200;44;;01/01/2017;;KG
44191900;44;;01/01/2017;;KG
44199000;44;;01/01/2017;;KG
44201000;44;ESTATUETAS,OUTS.OBJETS. ORNAMENT.D/MADEIRA;01/01/2016;;KG
44209000;44;OUTS.ARTIGOS P/JOALH.,OURIVESARIA,D/MADEIRA;01/01/2016;;KG
44211000;44;CABIDES P/VESTUÁRIO DE MADEIRA;01/01/2016;;KG
44219000;44;OUTRAS OBRAS DE MADEIRA;01/01/2016;31/03/2017;KG
44219100;44;;01/01/2017;;KG
44219900;44;;01/01/2017;;KG
45011000;45;CORTIÇA NAT.,BRUTO OU SIMPLESMENTE PREP.;01/01/2016;;KG
45019000;45;CORTIÇA TRIT.GRANULADA/PULV.,DESPERD.D/CORT.;01/01/2016;;KG
45020000;45;CORT.NAT.S/CROSTA,EM CUBOS,CHAPAS,FLS.SEM.;01/01/2016;;KG
45031000;45;ROLHAS DE CORTIÇA NATURAL;01/01/2016;;KG
45039000;45;OUTRAS OBRAS DE CORTIÇA NATURAL;01/01/2016;;KG
45041000;45;CORTIÇA AGLOM.CUBOS,BLOCOS,CHAPAS,SEMELH.;01/01/2016;;KG
45049000;45;OUTRAS FORMAS D/CORTIÇA AGLOMERADA;01/01/2016;;KG
46012100;46;ESTEIRAS, CAPACHOS, DIVISÓRIAS, DE BAMBU;01/01/2016;;KG
46012200;46;ESTEIRAS, CAPACHOS, DIVISÓRIAS,DE RATÃ;01/01/2016;;KG
46012900;46;OUTS.ESTEIRAS,CAPACHOS,DIVIS. D/MAT. VEGETAL;01/01/2016;;KG
46019200;46;OUTS. MATÉRIAS P/ENTRANÇAR DE BAMBU;01/01/2016;;KG
46019300;46;OUTS. MATÉRIAS P/ENTRANÇAR DE RATÃ;01/01/2016;;KG
46019400;46;OUTS. MATÉRIAS P/ENTRANÇAR DE MAT.VEGETAIS;01/01/2016;;KG
46019900;46;OUTS. MATÉRIAS P/ENTRANÇAR;01/01/2016;;KG
46021100;46;OBRAS D/CESTARIA DE BAMBU;01/01/2016;;KG
46021200;46;OBRAS D/CESTARIA DE RATÃ;01/01/2016;;KG
46021900;46;OUTRAS OBRAS D/CESTARIA D/MATS.VEGETAIS;01/01/2016;;KG
46029000;46;OUTRAS OBRAS DE CESTARIA;01/01/2016;;KG
47010000;47;PASTAS MECÂNICAS DE MADEIRA;01/01/2016;;KG
47020000;47;PASTAS QUÍMICAS DE MADEIRA, PARA DISSOLUÇÃO;01/01/2016;;KG
47031100;47;PASTS.QUÍMS.D/MAD.À SODA,SULF.CRUAS D/CONÍF.;01/01/2016;;KG
47031900;47;PASTS.QUÍMS.D/MAD.À SODA,SULF.CRUAS D/Ñ CON.;01/01/2016;;KG
47032100;47;PASTS.QUÍMS.D/MAD.SOD./SULF.BRAN./SEMI.CONÍF.;01/01/2016;;KG
47032900;47;PASTS.QUÍMS.D/MAD.SOD./SULF.BRAN./SEMI.Ñ CON.;01/01/2016;;KG
47041100;47;PASTS.QUÍMS.D/MAD.AO BISSULFITO,CRUAS,D/CON.;01/01/2016;;KG
47041900;47;PASTS.QUÍMS.D/MAD.AO BISSULFITO,CRUAS,Ñ CON.;01/01/2016;;KG
47042100;47;PASTS.QUÍMS.D/MAD.BISSULF.BRANQ.SEMIB.D/CON.;01/01/2016;;KG
47042900;47;PASTS.QUÍMS.D/MAD.BISSULF.BRANQ./SEMI.Ñ CON.;01/01/2016;;KG
47050000;47;PASTAS MAD.OBT.P/COMB.TRAT.MEC.E TRAT.QUÍM.;01/01/2016;;KG
47061000;47;PASTAS DE LÍNTERES DE ALGODÃO;01/01/2016;;KG
47062000;47;PASTAS D/FIBRAS OBT.D/PAPEL/CARTÃO RECICLAD.;01/01/2016;;KG
47063000;47;OUTRAS PASTAS D/FIBRAS OBTIDAS DE BAMBU;01/01/2016;;KG
47069100;47;PASTAS D/FIBRAS CELULÓSICAS,MECÂNICAS;01/01/2016;;KG
47069200;47;PASTAS D/OUTS.MAT.FIB.CELULÓSICAS,QUÍMICAS;01/01/2016;;KG
47069300;47;PASTAS D/OUTS.MAT.FIB.CELULÓSICAS,SEMIQUÍM.;01/01/2016;;KG
47071000;47;PAPEL OU CARTÃO,KRAFT CRU OU ONDULADO;01/01/2016;;KG
47072000;47;OUTROS PAPÉIS/CARTÕES OBT.PAST.QUÍM.BRANQ.;01/01/2016;;KG
47073000;47;PAPEL OU CARTÃO OBT.PAST.MEC.P/JORNAL SEM.;01/01/2016;;KG
47079000;47;OUTS.DESPERDÍCIOS E APARAS Ñ SELECIONADOS;01/01/2016;;KG
48010010;48;PAPEL JORNAL EM ROL./FLS.< 57G/M2,65% FIB.MAD.;01/01/2016;31/03/2017;KG
48010020;48;;01/01/2017;;KG
48010030;48;;01/01/2017;;KG
48010090;48;OUTROS PAPEL JORNAL, EM ROLOS/FOLHAS;01/01/2016;;KG
48021000;48;PAPEL E CARTÃO FEITOS À MAO (FOLHA A FOLHA);01/01/2016;;KG
48022010;48;PAPEL/CARTÃO TIR./ROLOS/FOL. L<15CM LD<360MM;01/01/2016;;KG
48022090;48;PAPEL/CARTÃO P/FABR.PAP.FOTOSSENSÍVEIS.ETC;01/01/2016;;KG
48024010;48;PAPEL FABR.P/PAP.PAREDE TIRAS,ROLOS L<15CM;01/01/2016;;KG
48024090;48;OUTS.PAPÉIS PRÓPRIOS P/FAB.D/PAPEL D/PAREDE;01/01/2016;;KG
48025410;48;OUTS.PAPÉIS TIR./ROL.P<40G/M2,L<15CM,LD<360MM;01/01/2016;;KG
48025491;48;PAPEL FABR.D/PAST.BRANQ.P<19G/M2, P.CARBONO;01/01/2016;;KG
48025499;48;OUTS.PAPÉIS FAB.OBT.BRANQ.,MECÂNICO;01/01/2016;;KG
48025510;48;PAP.PES.>40G/M2 E<150G/M2,EM ROL.,LARG.<15CM;01/01/2016;;KG
48025591;48;OUTS.PAPÉIS PES.>=40G/M2,<150G/M2,EM ROLOS;01/01/2016;;KG
48025592;48;OUTS.PAP.PESO >=40G/M2,<150G/M2,ROLOS,KRAFT;01/01/2016;;KG
48025599;48;OUTS.PAPÉIS PESO >=40G/M2,<150G/M2,EM ROLOS;01/01/2016;;KG
48025610;48;PAP.D/PESO>=40,<150G/M2 LD.<360MM,QDO.Ñ DOB.;01/01/2016;;KG
48025691;48;OUTROS PAPÉIS P/IMPRESSÃO DE PAPEL-MOEDA;01/01/2016;;KG
48025692;48;OUTROS PAPÉIS DE DESENHO;01/01/2016;;KG
48025693;48;OUTROS PAPÉIS KRAFT;01/01/2016;;KG
48025699;48;OUTS.PAPÉIS S/FIBRAS<=10%,EM PESO;01/01/2016;;KG
48025710;48;OUTS.PAPÉIS TIRAS D/LARG.Ñ >15CM LADO<360MM;01/01/2016;;KG
48025791;48;OUTS.PAPÉIS P/IMPRESSÃO PAPEL-MOEDA;01/01/2016;;KG
48025792;48;OUTROS PAPÉIS DE DESENHO;01/01/2016;;KG
48025793;48;OUTROS PAPÉIS KRAFT;01/01/2016;;KG
48025799;48;OUTS. PAPÉIS DE PESO >=40G/M2,MAS Ñ<150G/M2;01/01/2016;;KG
48025810;48;PAP.PESO>150G/M2 TIR.ROL.<15CM,FLS.LD<360MM;01/01/2016;;KG
48025891;48;OUTROS PAPÉIS DE PESO>150G/M2 DE DESENHO;01/01/2016;;KG
48025892;48;OUTROS PAPÉIS DE PESO>150G/M2 KRAFT;01/01/2016;;KG
48025899;48;OUTROS PAPÉIS DE PESO>150G/M2;01/01/2016;;KG
48026110;48;OUT.PAP.C/10%D/FIB.OBT.P/PROC.MEC.ROL.L<15CM;01/01/2016;;KG
48026191;48;OUT.PAP.PES<=57G/M2,>=65%D/FIB.MAD.MEC.ROL.;01/01/2016;;KG
48026192;48;OUT.PAP.C/10%D/FIB.OBT.P/PROC.MEC.,KRAFT ROL.;01/01/2016;;KG
48026199;48;OUTS.PAPÉIS C/10% D/FIB.OBT.PROC.MEC.ROLOS;01/01/2016;;KG
48026210;48;OUTS.PAP.UM L.<435E OUT.<297,NENH.L.EXC.360MM;01/01/2016;;KG
48026291;48;OUT.PAP.PES.<=57G/M2,>65%D/FIB.D/MAD.MEC.FLS;01/01/2016;;KG
48026292;48;OUTS.PAPÉIS.LD.<435,E<297,KRAFT, EM FOLHAS;01/01/2016;;KG
48026299;48;OUT.PAP./CART,FIBR MEC>10%,FLS<=435MMX297MM;01/01/2016;;KG
48026910;48;PAPÉIS,TIRAS.L<15CM,NENH.LADO<360MM,Ñ DOBR.;01/01/2016;;KG
48026991;48;OUTS.PAPÉIS P<=57G/M2 P TOTAL FIBR.MAD.>65%;01/01/2016;;KG
48026992;48;OUTS.PAPÉIS FIBRA MEC>10%,KRAFT;01/01/2016;;KG
48026999;48;OUTS.PAPÉIS.LD.<435MM E O OUT.<297MM,FOLHAS;01/01/2016;;KG
48030010;48;PASTA CELULOSE,MANTAS D/FIBRAS D/CELULOSE;01/01/2016;;KG
48030090;48;OUTS.PAPÉIS P/FAB.D/PAP.HIG.,TOALH.,LENÇO,ETC.;01/01/2016;;KG
48041100;48;PAPEL,CARTÃO P/COB.,DENOM.#KRAFTLINER#,CRU;01/01/2016;;KG
48041900;48;OUTS.PAPÉIS,CART.P/COB.DENOM.#KRAFTLINER#;01/01/2016;;KG
48042100;48;PAPEL KRAFT P/SACOS,D/GRANDE CAPACID.,CRU;01/01/2016;;KG
48042900;48;OUTS.PAP.KRAFT P/SACOS GDE.CAP.,ROLOS/FOLS.;01/01/2016;;KG
48043110;48;PAP.D/RIGID.DIELÉTRICA =>600V(NORMA ASTMD 202);01/01/2016;;KG
48043190;48;OUTS.PAPÉIS,CART.KRAFT.D/PESO <150G/M2, CRUS;01/01/2016;;KG
48043910;48;OUTS.PAP.CART.KRAFT, RIGIDEZ DIELÉTRICA >600V.;01/01/2016;;KG
48043990;48;OUTROS PAPÉIS,CARTÕES KRAFT,PESO <=150G/M2;01/01/2016;;KG
48044100;48;OUTS.PAP.CART.KRAFT,PESO/M2 +150G,-225G,CRUS;01/01/2016;;KG
48044200;48;OUTS.PAP.CART.KRAFT,BRANQ.PES./M2+150G,-225G;01/01/2016;;KG
48044900;48;OUTS.PAP.CART.KRAFT,PESO/M2 +150G,E -225G;01/01/2016;;KG
